origin_root,relative_path,path,category,size_bytes,description,schema_preview,aggregate_metrics_only,per_epoch_metrics,per_sample_predictions,saved_model_inference,explainability_analyses
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0064\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0064\exec_0\best.keras,saved_model,15408129,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0064\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0064\model_step_0.keras,saved_model,15408130,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0065\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0065\exec_0\best.keras,saved_model,664454,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0065\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0065\model_step_0.keras,saved_model,664454,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0066\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0066\exec_0\best.keras,saved_model,924277,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0066\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0066\model_step_0.keras,saved_model,924277,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0067\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0067\exec_0\best.keras,saved_model,15408130,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0067\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0067\model_step_0.keras,saved_model,15408129,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0068\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0068\exec_0\best.keras,saved_model,5325122,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0068\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0068\model_step_0.keras,saved_model,5325121,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0069\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0069\exec_0\best.keras,saved_model,7764172,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0069\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0069\model_step_0.keras,saved_model,7764172,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0070\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0070\exec_0\best.keras,saved_model,877013,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0070\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0070\model_step_0.keras,saved_model,877013,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0071\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0071\exec_0\best.keras,saved_model,784278,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0071\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0071\model_step_0.keras,saved_model,784278,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0072\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0072\exec_0\best.keras,saved_model,784278,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0072\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0072\model_step_0.keras,saved_model,784278,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0073\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0073\exec_0\best.keras,saved_model,5325122,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0073\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0073\model_step_0.keras,saved_model,5325122,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0074\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0074\exec_0\best.keras,saved_model,7046131,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0074\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0074\model_step_0.keras,saved_model,7046131,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0075\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0075\exec_0\best.keras,saved_model,209859887,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0075\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0075\model_step_0.keras,saved_model,209859888,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0076\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0076\exec_0\best.keras,saved_model,5451418,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0076\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0076\model_step_0.keras,saved_model,5451418,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0077\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0077\exec_0\best.keras,saved_model,862820,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0077\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0077\model_step_0.keras,saved_model,862821,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0078\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0078\exec_0\best.keras,saved_model,12734942,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0078\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0078\model_step_0.keras,saved_model,12734943,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0079\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0079\exec_0\best.keras,saved_model,118305290,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0079\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0079\model_step_0.keras,saved_model,118305290,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0080\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0080\exec_0\best.keras,saved_model,2049761,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0080\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0080\model_step_0.keras,saved_model,2049761,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0081\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0081\exec_0\best.keras,saved_model,276102,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0081\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0081\model_step_0.keras,saved_model,276101,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0082\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0082\exec_0\best.keras,saved_model,5451417,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0082\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0082\model_step_0.keras,saved_model,5451417,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0083\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0083\exec_0\best.keras,saved_model,862820,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0083\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0083\model_step_0.keras,saved_model,862821,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0084\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0084\exec_0\best.keras,saved_model,7046009,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0084\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0084\model_step_0.keras,saved_model,7046009,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0085\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0085\exec_0\best.keras,saved_model,557907,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0085\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0085\model_step_0.keras,saved_model,557908,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0086\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0086\exec_0\best.keras,saved_model,211485361,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0086\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0086\model_step_0.keras,saved_model,211485360,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0087\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0087\exec_0\best.keras,saved_model,3606662,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0087\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0087\model_step_0.keras,saved_model,3606662,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0088\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0088\exec_0\best.keras,saved_model,1296938,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0088\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0088\model_step_0.keras,saved_model,1296938,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0089\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0089\exec_0\best.keras,saved_model,2358952,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\kt\trial_0089\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\kt\trial_0089\model_step_0.keras,saved_model,2358952,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\best_model.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\best_model.keras,saved_model,1318506,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\cnn_attention\kt\trial_00\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\cnn_attention\kt\trial_00\exec_0\best.keras,saved_model,36788449,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_00\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_00\exec_0\best.keras,saved_model,36788449,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_00\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_00\model_step_0.keras,saved_model,36788449,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_01\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_01\exec_0\best.keras,saved_model,446001,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_01\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_01\model_step_0.keras,saved_model,446002,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_02\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_02\exec_0\best.keras,saved_model,550263,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_02\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_02\model_step_0.keras,saved_model,550262,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_03\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_03\exec_0\best.keras,saved_model,1022392,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_03\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_03\model_step_0.keras,saved_model,1022392,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_04\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_04\exec_0\best.keras,saved_model,1215478,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_04\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_04\model_step_0.keras,saved_model,1215477,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_05\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_05\exec_0\best.keras,saved_model,23283236,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_05\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_05\model_step_0.keras,saved_model,23283237,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_06\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_06\exec_0\best.keras,saved_model,218588927,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_06\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_06\model_step_0.keras,saved_model,218588927,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_07\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_07\exec_0\best.keras,saved_model,346843,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_07\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_07\model_step_0.keras,saved_model,346844,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_08\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_08\exec_0\best.keras,saved_model,80444470,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_08\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_08\model_step_0.keras,saved_model,80444471,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_09\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_09\exec_0\best.keras,saved_model,1214571,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_09\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_09\model_step_0.keras,saved_model,1214571,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_10\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_10\exec_0\best.keras,saved_model,2920497,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_10\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_10\model_step_0.keras,saved_model,2920497,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_11\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_11\exec_0\best.keras,saved_model,722122,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_11\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_11\model_step_0.keras,saved_model,722123,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_12\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_12\exec_0\best.keras,saved_model,3787071,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_12\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_12\model_step_0.keras,saved_model,3787071,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_13\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_13\exec_0\best.keras,saved_model,2039504,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_13\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_13\model_step_0.keras,saved_model,2039504,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_14\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_14\exec_0\best.keras,saved_model,84457755,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_14\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_14\model_step_0.keras,saved_model,84457754,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_15\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_15\exec_0\best.keras,saved_model,9480752,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn_attention\kt\trial_15\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn_attention\kt\trial_15\model_step_0.keras,saved_model,9480751,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
